代码,公告,支付金额(元)
002593.SZ,2019/9/4,"15,994,981.00"
002587.SZ,2019/9/4,"31,918,883.05"
002558.SZ,2019/9/4,"1,437,212,146.00"
002488.SZ,2019/9/4,"4,641,037.04"
002479.SZ,2019/9/4,"29,981,118.50"
002439.SZ,2019/9/4,"99,981,018.68"
002422.SZ,2019/9/4,"85,459,333.23"
002369.SZ,2019/9/4,"75,252,122.95"
002365.SZ,2019/9/4,"46,501,165.08"
002261.SZ,2019/9/4,
002161.SZ,2019/9/4,"10,000,021.23"
002020.SZ,2019/9/4,"373,211,940.00"
000998.SZ,2019/9/4,"219,977,935.81"
000889.SZ,2019/9/4,"14,436,163.60"
000826.SZ,2019/9/4,"39,915,924.09"
000779.SZ,2019/9/4,"95,645,900.00"
000779.SZ,2019/9/4,"92,572,200.00"
000718.SZ,2019/9/4,"975,750,607.89"
000615.SZ,2019/9/4,"108,988,912.00"
000516.SZ,2019/9/4,"229,403,200.64"
000423.SZ,2019/9/4,"227,337,663.91"
000333.SZ,2019/9/4,"3,099,683,600.75"
000100.SZ,2019/9/4,"1,623,765,374.02"
000008.SZ,2019/9/4,"204,132,127.00"
603987.SH,2019/9/3,"42,000,381.06"
603869.SH,2019/9/3,"78,961,096.17"
603858.SH,2019/9/3,"933,998,879.11"
603839.SH,2019/9/3,"62,836,454.70"
603819.SH,2019/9/3,"37,494,993.61"
603798.SH,2019/9/3,"11,991,310.09"
603788.SH,2019/9/3,"51,783,562.20"
603727.SH,2019/9/3,"77,084,900.93"
603716.SH,2019/9/3,"95,886,161.22"
603678.SH,2019/9/3,
603668.SH,2019/9/3,
603636.SH,2019/9/3,"30,120,196.54"
603611.SH,2019/9/3,"149,981,499.26"
603586.SH,2019/9/3,"66,558,162.23"
603579.SH,2019/9/3,"88,108,676.72"
603322.SH,2019/9/3,"17,120,000.00"
603303.SH,2019/9/3,"140,011,013.48"
603181.SH,2019/9/3,"36,416,111.16"
603158.SH,2019/9/3,"72,414,061.20"
603129.SH,2019/9/3,"70,658,452.50"
603116.SH,2019/9/3,"137,683,280.50"
603056.SH,2019/9/3,"8,954,850.24"
603018.SH,2019/9/3,"18,918,803.82"
603003.SH,2019/9/3,"100,005,575.44"
601989.SH,2019/9/3,"385,120,064.65"
601579.SH,2019/9/3,"7,925,587.10"
601318.SH,2019/9/3,"5,000,000,171.09"
601208.SH,2019/9/3,"71,752,980.04"
601126.SH,2019/9/3,"40,913,744.02"
601058.SH,2019/9/3,
600998.SH,2019/9/3,"105,632,554.00"
600963.SH,2019/9/3,"120,000,400.00"
600873.SH,2019/9/3,"99,902,700.00"
600811.SH,2019/9/3,"165,263,100.00"
600771.SH,2019/9/3,"30,986,606.91"
600738.SH,2019/9/3,"135,702,364.39"
600681.SH,2019/9/3,"155,151,933.00"
600673.SH,2019/9/3,"554,611,800.00"
600661.SH,2019/9/3,"300,511,692.62"
600641.SH,2019/9/3,"303,137,761.27"
600603.SH,2019/9/3,"104,798,873.32"
600579.SH,2019/9/3,"1,027,735.00"
600572.SH,2019/9/3,"585,149,682.93"
600567.SH,2019/9/3,"229,864,164.22"
600530.SH,2019/9/3,
600522.SH,2019/9/3,"412,235,376.55"
600510.SH,2019/9/3,"183,660,074.69"
600487.SH,2019/9/3,"275,240,241.17"
600469.SH,2019/9/3,"30,670,240.90"
600433.SH,2019/9/3,"50,009,224.34"
600372.SH,2019/9/3,"101,400,034.58"
600346.SH,2019/9/3,"1,240,709,429.95"
600285.SH,2019/9/3,"143,530,675.05"
600280.SH,2019/9/3,"18,695,840.40"
600261.SH,2019/9/3,"53,567,149.84"
600256.SH,2019/9/3,"29,974,709.25"
600252.SH,2019/9/3,"52,494,627.48"
600232.SH,2019/9/3,"40,040,000.00"
600222.SH,2019/9/3,"105,260,846.66"
600211.SH,2019/9/3,"85,005,429.97"
600208.SH,2019/9/3,"496,710,100.00"
600201.SH,2019/9/3,"9,561,922.72"
600177.SH,2019/9/3,"1,064,890,226.72"
600166.SH,2019/9/3,"250,054,761.17"
600160.SH,2019/9/3,"86,293,687.00"
600143.SH,2019/9/3,"685,573,548.44"
600114.SH,2019/9/3,"197,997,800.00"
600079.SH,2019/9/3,
600055.SH,2019/9/3,"26,744,100.00"
600052.SH,2019/9/3,"3,510,886.09"
300542.SZ,2019/9/3,
300452.SZ,2019/9/3,"17,470,243.16"
300401.SZ,2019/9/3,"9,814,800.00"
300378.SZ,2019/9/3,"30,005,979.36"
300360.SZ,2019/9/3,"87,581,581.19"
300335.SZ,2019/9/3,"5,027,173.00"
300308.SZ,2019/9/3,"70,235,300.52"
300298.SZ,2019/9/3,"29,908,333.20"
300297.SZ,2019/9/3,"2,199,192.00"
300279.SZ,2019/9/3,"29,993,739.40"
300270.SZ,2019/9/3,"1,460,175.00"
300259.SZ,2019/9/3,"17,287,479.92"
300231.SZ,2019/9/3,"170,241,173.58"
300206.SZ,2019/9/3,"20,841,141.85"
300204.SZ,2019/9/3,"82,684,773.32"
300199.SZ,2019/9/3,"280,663,895.83"
300179.SZ,2019/9/3,"15,280,544.37"
300151.SZ,2019/9/3,"1,124,700.00"
300145.SZ,2019/9/3,"111,085,912.53"
300114.SZ,2019/9/3,"35,593,406.42"
300113.SZ,2019/9/3,"250,088,378.52"
300097.SZ,2019/9/3,"155,548,939.16"
300087.SZ,2019/9/3,"57,603,253.66"
300081.SZ,2019/9/3,"21,044,502.94"
300067.SZ,2019/9/3,"49,134,900.53"
300017.SZ,2019/9/3,"65,005,110.61"
002925.SZ,2019/9/3,"101,314,348.30"
002906.SZ,2019/9/3,"33,435,430.38"
002879.SZ,2019/9/3,"74,933,437.30"
002864.SZ,2019/9/3,
002852.SZ,2019/9/3,"97,402,897.56"
002802.SZ,2019/9/3,"23,075,229.51"
002772.SZ,2019/9/3,"10,767,843.00"
002751.SZ,2019/9/3,"14,978,179.00"
002747.SZ,2019/9/3,"59,638,097.07"
002712.SZ,2019/9/3,"168,219,863.14"
002699.SZ,2019/9/3,
002681.SZ,2019/9/3,"89,229,472.89"
002674.SZ,2019/9/3,
002669.SZ,2019/9/3,"7,219,424.80"
002665.SZ,2019/9/3,"41,599,885.26"
002661.SZ,2019/9/3,"25,809,806.00"
002658.SZ,2019/9/3,"80,878,331.43"
002656.SZ,2019/9/3,
002634.SZ,2019/9/3,"39,526,291.03"
002626.SZ,2019/9/3,"37,522,390.77"
002624.SZ,2019/9/3,
002614.SZ,2019/9/3,"56,167,300.00"
002603.SZ,2019/9/3,"105,553,604.07"
002582.SZ,2019/9/3,"116,168,069.20"
002578.SZ,2019/9/3,"132,919,656.72"
002572.SZ,2019/9/3,"205,112,633.09"
002570.SZ,2019/9/3,"37,007,138.00"
002568.SZ,2019/9/3,"12,913,220.50"
002564.SZ,2019/9/3,"74,543,639.24"
002562.SZ,2019/9/3,"29,997,182.48"
002559.SZ,2019/9/3,"73,432,710.21"
002555.SZ,2019/9/3,"301,961,944.30"
002550.SZ,2019/9/3,"259,099,017.50"
002537.SZ,2019/9/3,"197,439,708.06"
002531.SZ,2019/9/3,"19,974,984.80"
002520.SZ,2019/9/3,"109,951,188.24"
002519.SZ,2019/9/3,"37,620,876.33"
002515.SZ,2019/9/3,"171,409,894.81"
002491.SZ,2019/9/3,"53,373,855.76"
002485.SZ,2019/9/3,
002448.SZ,2019/9/3,"88,186,163.23"
002444.SZ,2019/9/3,"105,492,690.23"
002413.SZ,2019/9/3,"160,007,645.06"
002408.SZ,2019/9/3,"18,075,669.00"
002397.SZ,2019/9/3,"74,200,273.21"
002391.SZ,2019/9/3,"44,922,066.36"
002390.SZ,2019/9/3,"287,744,229.22"
002388.SZ,2019/9/3,"9,999,922.31"
002361.SZ,2019/9/3,"58,061,216.49"
002350.SZ,2019/9/3,"86,736,372.21"
002339.SZ,2019/9/3,"32,870,623.67"
002327.SZ,2019/9/3,"160,010,764.74"
002279.SZ,2019/9/3,"42,394,514.83"
002275.SZ,2019/9/3,"194,052,223.51"
002273.SZ,2019/9/3,
002264.SZ,2019/9/3,"38,230,100.00"
002242.SZ,2019/9/3,
002236.SZ,2019/9/3,"97,827,642.44"
002221.SZ,2019/9/3,"517,816,123.21"
002215.SZ,2019/9/3,"100,951,631.10"
002206.SZ,2019/9/3,"262,251,183.95"
002194.SZ,2019/9/3,"39,197,729.18"
002179.SZ,2019/9/3,"11,776,930.10"
002169.SZ,2019/9/3,"96,418,027.00"
002156.SZ,2019/9/3,"49,900,111.60"
002145.SZ,2019/9/3,"129,950,721.94"
002138.SZ,2019/9/3,"139,834,290.06"
002132.SZ,2019/9/3,"117,922,595.09"
002127.SZ,2019/9/3,"151,655,831.53"
002126.SZ,2019/9/3,"61,903,530.35"
002085.SZ,2019/9/3,"271,876,333.23"
002084.SZ,2019/9/3,"118,723,796.44"
002083.SZ,2019/9/3,"158,773,700.00"
002073.SZ,2019/9/3,"4,998,754.00"
002050.SZ,2019/9/3,"216,071,047.48"
002047.SZ,2019/9/3,
002044.SZ,2019/9/3,"299,114,798.08"
002024.SZ,2019/9/3,
002014.SZ,2019/9/3,"75,014,057.36"
000990.SZ,2019/9/3,"485,484,528.64"
000967.SZ,2019/9/3,"69,777,418.28"
000903.SZ,2019/9/3,"100,005,627.18"
000887.SZ,2019/9/3,"82,436,167.58"
000876.SZ,2019/9/3,"558,370,676.90"
000861.SZ,2019/9/3,"5,043,798.68"
000720.SZ,2019/9/3,"122,113,952.45"
000688.SZ,2019/9/3,"439,940,798.76"
000598.SZ,2019/9/3,"78,144,243.92"
000540.SZ,2019/9/3,"83,565,705.68"
000538.SZ,2019/9/3,"244,704,739.06"
000415.SZ,2019/9/3,"59,907,456.11"
000158.SZ,2019/9/3,"199,998,977.81"
000056.SZ,2019/9/3,"15,357,637.83"
000030.SZ,2019/9/3,"331,003,071.32"
300737.SZ,2019/9/2,"16,264,995.05"
300723.SZ,2019/9/2,"49,986,092.58"
300689.SZ,2019/9/2,"7,410,130.00"
300679.SZ,2019/9/2,
300650.SZ,2019/9/2,"19,988,973.27"
300617.SZ,2019/9/2,"50,498,174.11"
300497.SZ,2019/9/2,"100,002,352.10"
300469.SZ,2019/9/2,"14,997,799.42"
300438.SZ,2019/9/2,"27,621,650.95"
300400.SZ,2019/9/2,"96,756,305.60"
300396.SZ,2019/9/2,"25,094,447.40"
300373.SZ,2019/9/2,"54,921,551.70"
300296.SZ,2019/9/2,"172,814,325.86"
300237.SZ,2019/9/2,"42,979,300.00"
300234.SZ,2019/9/2,"89,134,119.57"
300233.SZ,2019/9/2,"4,944,049.00"
300232.SZ,2019/9/2,"40,000,842.04"
300224.SZ,2019/9/2,"69,238,313.08"
300214.SZ,2019/9/2,"17,952,546.00"
300203.SZ,2019/9/2,"161,972,758.79"
300168.SZ,2019/9/2,"29,984,265.25"
300138.SZ,2019/9/2,"10,611,611.54"
300123.SZ,2019/9/2,
300118.SZ,2019/9/2,"250,114,291.14"
300058.SZ,2019/9/2,"66,836,002.13"
300041.SZ,2019/9/2,"126,836,521.56"
300039.SZ,2019/9/2,"65,339,777.95"
002858.SZ,2019/9/2,"4,999,073.00"
002557.SZ,2019/9/2,"29,998,016.10"
002404.SZ,2019/9/2,"29,996,800.90"
002168.SZ,2019/9/2,"147,613,580.50"
002013.SZ,2019/9/2,"101,972,622.44"
000960.SZ,2019/9/2,"155,015,494.96"
000672.SZ,2019/9/2,"174,010,797.50"
600373.SH,2019/8/31,"135,930,329.51"
300736.SZ,2019/8/31,"14,997,046.00"
002073.SZ,2019/8/31,"4,998,754.00"
601058.SH,2019/8/30,
300665.SZ,2019/8/30,"20,005,900.00"
300118.SZ,2019/8/30,"202,367,656.55"
002864.SZ,2019/8/30,
000989.SZ,2019/8/30,"356,279,964.38"
000902.SZ,2019/8/30,"132,640,583.17"
300193.SZ,2019/8/29,"255,801,605.13"
002391.SZ,2019/8/29,"15,052,089.02"
603377.SH,2019/8/28,"169,962,512.54"
300679.SZ,2019/8/28,
002873.SZ,2019/8/28,
002365.SZ,2019/8/28,
300401.SZ,2019/8/27,"3,718,113.00"
300026.SZ,2019/8/27,"117,128,539.50"
002537.SZ,2019/8/27,"196,982,102.06"
002273.SZ,2019/8/27,
002073.SZ,2019/8/27,
603596.SH,2019/8/24,"1,492,885.72"
603579.SH,2019/8/24,"79,009,204.07"
603018.SH,2019/8/24,"5,001,460.17"
600256.SH,2019/8/24,"20,323,813.60"
600031.SH,2019/8/24,"818,985,380.70"
002391.SZ,2019/8/24,
002264.SZ,2019/8/24,"37,831,400.00"
000100.SZ,2019/8/24,"1,623,765,374.02"
603668.SH,2019/8/23,
000779.SZ,2019/8/23,"48,745,500.00"
300401.SZ,2019/8/22,
300041.SZ,2019/8/22,"126,836,521.56"
002802.SZ,2019/8/22,"22,378,790.51"
002674.SZ,2019/8/22,
002591.SZ,2019/8/22,"6,955,746.96"
002229.SZ,2019/8/22,"8,858,611.29"
000718.SZ,2019/8/22,"949,745,415.19"
000100.SZ,2019/8/22,"1,603,853,959.68"
603596.SH,2019/8/21,
600337.SH,2019/8/21,"588,545,600.00"
600185.SH,2019/8/21,"125,881,600.00"
300740.SZ,2019/8/21,"208,993,984.00"
300448.SZ,2019/8/21,"51,486,420.57"
300298.SZ,2019/8/21,"11,770,413.48"
002024.SZ,2019/8/21,
000716.SZ,2019/8/21,
600603.SH,2019/8/20,"67,061,963.63"
600400.SH,2019/8/20,
600079.SH,2019/8/20,
300074.SZ,2019/8/20,
002089.SZ,2019/8/20,"9,998,502.60"
601137.SH,2019/8/17,"100,186,428.40"
600779.SH,2019/8/17,"14,003,000.00"
600256.SH,2019/8/17,
603611.SH,2019/8/16,"146,168,375.06"
603018.SH,2019/8/16,
300298.SZ,2019/8/16,
002123.SZ,2019/8/16,"106,587,519.86"
603737.SH,2019/8/15,"62,035,200.00"
603377.SH,2019/8/15,"169,558,452.54"
603158.SH,2019/8/15,"72,414,061.20"
603045.SH,2019/8/15,"984,578.28"
603001.SH,2019/8/15,"193,025,500.00"
601231.SH,2019/8/15,"154,947,703.66"
601126.SH,2019/8/15,"39,410,480.02"
600579.SH,2019/8/15,"1,027,735.00"
002712.SZ,2019/8/15,"154,631,662.14"
000779.SZ,2019/8/15,"1,840,842.00"
600738.SH,2019/8/14,"115,711,695.19"
002733.SZ,2019/8/14,"33,017,852.00"
002024.SZ,2019/8/14,"998,595,500.00"
603056.SH,2019/8/13,"1,895,347.00"
600398.SH,2019/8/13,
300415.SZ,2019/8/13,"33,713,310.21"
002675.SZ,2019/8/13,
002656.SZ,2019/8/13,
300335.SZ,2019/8/12,"1,434,429.00"
600177.SH,2019/8/10,"961,126,783.62"
600136.SH,2019/8/10,
002550.SZ,2019/8/10,"246,567,971.86"
002339.SZ,2019/8/10,"32,617,278.17"
002168.SZ,2019/8/10,"146,169,241.50"
603586.SH,2019/8/9,"66,536,694.07"
600261.SH,2019/8/9,"53,567,149.84"
300650.SZ,2019/8/9,"17,231,754.77"
300297.SZ,2019/8/9,"2,199,192.00"
300231.SZ,2019/8/9,"166,687,292.81"
002925.SZ,2019/8/9,"101,314,348.30"
002776.SZ,2019/8/9,"34,199,169.04"
000516.SZ,2019/8/9,"213,917,440.54"
600998.SH,2019/8/8,"26,705,827.76"
600052.SH,2019/8/8,"2,915,812.75"
300737.SZ,2019/8/8,"2,020,089.00"
300542.SZ,2019/8/8,
002624.SZ,2019/8/8,
600811.SH,2019/8/7,"143,445,900.00"
600673.SH,2019/8/7,"512,688,600.00"
300417.SZ,2019/8/7,"46,208,188.38"
300263.SZ,2019/8/7,"58,947,987.08"
300067.SZ,2019/8/7,"45,650,571.87"
002861.SZ,2019/8/7,"69,699,188.00"
002661.SZ,2019/8/7,"8,412,188.00"
002014.SZ,2019/8/7,"70,069,068.36"
000779.SZ,2019/8/7,
603788.SH,2019/8/6,"43,326,676.08"
600873.SH,2019/8/6,"19,893,200.00"
600779.SH,2019/8/6,"2,949,774.00"
600098.SH,2019/8/6,
600090.SH,2019/8/6,"991,900.00"
300335.SZ,2019/8/6,
300145.SZ,2019/8/6,"111,085,912.53"
002831.SZ,2019/8/6,
002699.SZ,2019/8/6,
002589.SZ,2019/8/6,"60,399,950.80"
000671.SZ,2019/8/6,"143,913,944.17"
000615.SZ,2019/8/6,"102,738,311.00"
000415.SZ,2019/8/6,"9,979,804.55"
000100.SZ,2019/8/6,"1,559,707,959.68"
000030.SZ,2019/8/6,"316,676,413.63"
600998.SH,2019/8/5,
600031.SH,2019/8/5,"646,086,827.52"
300418.SZ,2019/8/5,"239,776,929.26"
300203.SZ,2019/8/5,"161,972,758.79"
300130.SZ,2019/8/5,"53,898,404.60"
300026.SZ,2019/8/5,"117,128,539.50"
300003.SZ,2019/8/5,"254,282,100.00"
002845.SZ,2019/8/5,"9,997,115.00"
002733.SZ,2019/8/5,"30,023,985.00"
002457.SZ,2019/8/5,"59,984,902.18"
002168.SZ,2019/8/5,"91,446,192.59"
000887.SZ,2019/8/5,"82,436,167.58"
603586.SH,2019/8/3,"63,542,975.79"
603377.SH,2019/8/3,"139,968,803.14"
603157.SH,2019/8/3,
603128.SH,2019/8/3,"126,672,922.34"
603066.SH,2019/8/3,"10,998,439.92"
601989.SH,2019/8/3,"163,209,549.60"
601208.SH,2019/8/3,"58,426,623.04"
601137.SH,2019/8/3,"100,186,428.40"
600779.SH,2019/8/3,
600696.SH,2019/8/3,"54,846,008.50"
600681.SH,2019/8/3,"137,617,285.00"
600641.SH,2019/8/3,"272,749,300.07"
600579.SH,2019/8/3,
600567.SH,2019/8/3,"229,864,164.22"
600530.SH,2019/8/3,
600510.SH,2019/8/3,"166,028,580.46"
600478.SH,2019/8/3,"24,222,067.15"
600433.SH,2019/8/3,"47,397,203.34"
600293.SH,2019/8/3,"9,993,556.17"
600211.SH,2019/8/3,"85,005,429.97"
600208.SH,2019/8/3,"416,026,900.00"
600200.SH,2019/8/3,"3,998,584.00"
600197.SH,2019/8/3,"99,986,000.00"
600185.SH,2019/8/3,"73,330,000.00"
600079.SH,2019/8/3,
600055.SH,2019/8/3,"26,744,100.00"
600052.SH,2019/8/3,
300740.SZ,2019/8/3,"208,993,984.00"
300611.SZ,2019/8/3,"2,927,708.00"
300360.SZ,2019/8/3,"79,996,008.69"
300296.SZ,2019/8/3,"172,814,325.86"
300053.SZ,2019/8/3,"30,367,170.80"
002906.SZ,2019/8/3,"31,230,028.38"
002772.SZ,2019/8/3,"10,767,843.00"
002751.SZ,2019/8/3,"14,978,179.00"
002681.SZ,2019/8/3,"89,229,472.89"
002658.SZ,2019/8/3,"79,813,071.43"
002614.SZ,2019/8/3,"52,884,200.00"
002602.SZ,2019/8/3,"1,544,924,909.44"
002593.SZ,2019/8/3,"15,994,981.00"
002591.SZ,2019/8/3,"6,955,746.96"
002568.SZ,2019/8/3,"12,913,220.50"
002559.SZ,2019/8/3,"73,432,710.21"
002519.SZ,2019/8/3,"37,620,876.33"
002515.SZ,2019/8/3,"171,409,894.81"
002488.SZ,2019/8/3,"3,001,648.00"
002485.SZ,2019/8/3,
002439.SZ,2019/8/3,"99,981,018.68"
002422.SZ,2019/8/3,"85,459,333.23"
002408.SZ,2019/8/3,"18,075,669.00"
002390.SZ,2019/8/3,"278,702,428.22"
002361.SZ,2019/8/3,"51,847,561.33"
002327.SZ,2019/8/3,"158,014,989.65"
002264.SZ,2019/8/3,"26,062,800.00"
002261.SZ,2019/8/3,
002236.SZ,2019/8/3,"97,827,642.44"
002111.SZ,2019/8/3,"75,594,952.51"
002089.SZ,2019/8/3,"9,998,502.60"
002083.SZ,2019/8/3,"151,441,500.00"
002047.SZ,2019/8/3,
002024.SZ,2019/8/3,"900,617,600.00"
002020.SZ,2019/8/3,"373,211,940.00"
000967.SZ,2019/8/3,"12,498,333.05"
000902.SZ,2019/8/3,"132,640,583.17"
000826.SZ,2019/8/3,"14,997,346.40"
000615.SZ,2019/8/3,"95,241,284.05"
000598.SZ,2019/8/3,"78,144,243.92"
000540.SZ,2019/8/3,"73,388,833.29"
000516.SZ,2019/8/3,"199,927,126.77"
000423.SZ,2019/8/3,"227,337,663.91"
000056.SZ,2019/8/3,"14,873,879.57"
603987.SH,2019/8/2,"42,000,381.06"
603901.SH,2019/8/2,"46,036,272.11"
603869.SH,2019/8/2,"72,505,178.44"
603858.SH,2019/8/2,"933,998,879.11"
603839.SH,2019/8/2,"62,836,454.70"
603798.SH,2019/8/2,"9,997,627.09"
603779.SH,2019/8/2,"6,799,815.00"
603737.SH,2019/8/2,"43,316,400.00"
603727.SH,2019/8/2,"77,084,900.93"
603716.SH,2019/8/2,"73,631,767.67"
603678.SH,2019/8/2,
603678.SH,2019/8/2,
603636.SH,2019/8/2,"9,194,309.60"
603611.SH,2019/8/2,"127,971,526.73"
603579.SH,2019/8/2,"66,038,027.74"
603377.SH,2019/8/2,"139,968,803.14"
603322.SH,2019/8/2,"17,120,000.00"
603303.SH,2019/8/2,"140,011,013.48"
603158.SH,2019/8/2,"71,434,427.34"
603129.SH,2019/8/2,"70,658,452.50"
603116.SH,2019/8/2,"120,150,118.50"
603003.SH,2019/8/2,"100,005,575.44"
603001.SH,2019/8/2,"180,954,400.00"
601666.SH,2019/8/2,"164,604,475.80"
601318.SH,2019/8/2,"5,000,000,171.09"
601231.SH,2019/8/2,"154,947,703.66"
601126.SH,2019/8/2,"5,300,561.00"
600963.SH,2019/8/2,"99,699,100.00"
600811.SH,2019/8/2,"105,781,100.00"
600771.SH,2019/8/2,"30,986,606.91"
600738.SH,2019/8/2,"54,472,025.42"
600681.SH,2019/8/2,"129,385,954.00"
600673.SH,2019/8/2,"495,408,000.00"
600661.SH,2019/8/2,"300,511,692.62"
600603.SH,2019/8/2,"43,662,229.70"
600572.SH,2019/8/2,"585,149,682.93"
600522.SH,2019/8/2,"412,235,376.55"
600487.SH,2019/8/2,"275,240,241.17"
600346.SH,2019/8/2,"1,240,709,429.95"
600337.SH,2019/8/2,"565,165,423.07"
600280.SH,2019/8/2,"18,695,840.40"
600261.SH,2019/8/2,"26,073,225.00"
600252.SH,2019/8/2,"41,479,330.48"
600232.SH,2019/8/2,"40,040,000.00"
600222.SH,2019/8/2,"105,260,846.66"
600201.SH,2019/8/2,"9,561,922.72"
600177.SH,2019/8/2,"813,078,458.18"
600143.SH,2019/8/2,"590,253,578.50"
600114.SH,2019/8/2,"190,833,600.00"
300736.SZ,2019/8/2,"5,666,703.00"
300736.SZ,2019/8/2,"13,467,538.00"
300650.SZ,2019/8/2,"9,993,736.80"
300497.SZ,2019/8/2,"100,002,352.10"
300497.SZ,2019/8/2,"86,174,278.20"
300469.SZ,2019/8/2,"14,997,799.42"
300459.SZ,2019/8/2,"75,987,277.05"
300452.SZ,2019/8/2,"11,148,165.29"
300438.SZ,2019/8/2,"27,621,650.95"
300416.SZ,2019/8/2,"64,440,121.12"
300378.SZ,2019/8/2,"19,992,192.00"
300326.SZ,2019/8/2,"86,959,460.42"
300315.SZ,2019/8/2,"100,945,823.07"
300308.SZ,2019/8/2,"41,387,184.72"
300297.SZ,2019/8/2,
300270.SZ,2019/8/2,"1,287,744.00"
300263.SZ,2019/8/2,"51,890,418.51"
300237.SZ,2019/8/2,"38,985,200.00"
300231.SZ,2019/8/2,"143,554,243.60"
300224.SZ,2019/8/2,"69,238,313.08"
300214.SZ,2019/8/2,"11,096,356.00"
300204.SZ,2019/8/2,"82,684,773.32"
300199.SZ,2019/8/2,"280,663,895.83"
300179.SZ,2019/8/2,"3,410,106.00"
300151.SZ,2019/8/2,"1,124,700.00"
300123.SZ,2019/8/2,
300118.SZ,2019/8/2,"149,316,268.25"
300114.SZ,2019/8/2,"4,417,578.73"
300097.SZ,2019/8/2,"155,500,598.83"
300087.SZ,2019/8/2,"57,603,253.66"
300067.SZ,2019/8/2,"41,605,980.27"
002925.SZ,2019/8/2,"71,333,164.33"
002879.SZ,2019/8/2,"62,957,342.70"
002861.SZ,2019/8/2,"69,699,188.00"
002852.SZ,2019/8/2,"97,402,897.56"
002802.SZ,2019/8/2,"19,562,641.51"
002747.SZ,2019/8/2,"59,638,097.07"
002712.SZ,2019/8/2,"128,244,895.47"
002675.SZ,2019/8/2,
002669.SZ,2019/8/2,"3,619,371.80"
002665.SZ,2019/8/2,"41,599,885.26"
002605.SZ,2019/8/2,"14,996,439.38"
002603.SZ,2019/8/2,"105,553,604.07"
002597.SZ,2019/8/2,"119,924,544.43"
002587.SZ,2019/8/2,"31,918,883.05"
002582.SZ,2019/8/2,"116,168,069.20"
002578.SZ,2019/8/2,"127,878,889.72"
002572.SZ,2019/8/2,"202,178,530.09"
002570.SZ,2019/8/2,"31,864,931.00"
002564.SZ,2019/8/2,"46,337,324.76"
002562.SZ,2019/8/2,"29,997,182.48"
002558.SZ,2019/8/2,"1,145,148,119.00"
002557.SZ,2019/8/2,"4,291,885.00"
002555.SZ,2019/8/2,"301,961,944.30"
002537.SZ,2019/8/2,"170,645,875.46"
002491.SZ,2019/8/2,"45,505,759.94"
002448.SZ,2019/8/2,"88,186,163.23"
002413.SZ,2019/8/2,"154,281,639.67"
002404.SZ,2019/8/2,"12,581,898.90"
002397.SZ,2019/8/2,"69,239,014.12"
002388.SZ,2019/8/2,"9,999,922.31"
002369.SZ,2019/8/2,"60,255,141.95"
002350.SZ,2019/8/2,"79,390,767.21"
002339.SZ,2019/8/2,"24,466,956.72"
002279.SZ,2019/8/2,"37,387,101.68"
002275.SZ,2019/8/2,"177,277,176.98"
002242.SZ,2019/8/2,
002229.SZ,2019/8/2,"8,858,611.29"
002221.SZ,2019/8/2,"477,808,794.73"
002215.SZ,2019/8/2,"100,951,631.10"
002206.SZ,2019/8/2,"262,251,183.95"
002194.SZ,2019/8/2,"39,197,729.18"
002179.SZ,2019/8/2,"11,776,930.10"
002169.SZ,2019/8/2,"96,418,027.00"
002161.SZ,2019/8/2,"10,000,021.23"
002156.SZ,2019/8/2,"49,900,111.60"
002145.SZ,2019/8/2,"129,950,721.94"
002138.SZ,2019/8/2,"139,834,290.06"
002132.SZ,2019/8/2,"117,922,595.09"
002127.SZ,2019/8/2,"151,655,831.53"
002126.SZ,2019/8/2,"59,973,914.35"
002123.SZ,2019/8/2,"106,587,519.86"
002085.SZ,2019/8/2,"224,428,535.60"
002083.SZ,2019/8/2,"146,831,600.00"
002050.SZ,2019/8/2,"216,071,047.48"
002044.SZ,2019/8/2,"299,114,798.08"
002014.SZ,2019/8/2,"57,764,893.36"
002013.SZ,2019/8/2,"91,614,070.72"
000998.SZ,2019/8/2,"219,977,935.81"
000990.SZ,2019/8/2,"455,007,801.64"
000989.SZ,2019/8/2,"356,279,964.38"
000903.SZ,2019/8/2,"100,005,627.18"
000889.SZ,2019/8/2,"14,419,071.98"
000876.SZ,2019/8/2,"558,370,676.90"
000861.SZ,2019/8/2,"5,043,798.68"
000720.SZ,2019/8/2,"103,058,714.16"
000718.SZ,2019/8/2,"877,039,309.09"
000688.SZ,2019/8/2,"396,509,024.00"
000672.SZ,2019/8/2,"174,010,797.50"
000538.SZ,2019/8/2,"103,594,792.78"
000333.SZ,2019/8/2,"3,099,683,600.75"
000158.SZ,2019/8/2,"180,010,247.54"
000008.SZ,2019/8/2,"109,249,110.00"
603819.SH,2019/8/1,"29,103,198.32"
603181.SH,2019/8/1,"32,790,566.56"
601579.SH,2019/8/1,"7,925,587.10"
600998.SH,2019/8/1,
600469.SH,2019/8/1,"30,670,240.90"
600373.SH,2019/8/1,"130,177,207.21"
600372.SH,2019/8/1,"81,565,650.62"
600285.SH,2019/8/1,"117,942,470.75"
600166.SH,2019/8/1,"250,054,761.17"
600160.SH,2019/8/1,"74,127,953.00"
300723.SZ,2019/8/1,"49,986,092.58"
300689.SZ,2019/8/1,"7,410,130.00"
300665.SZ,2019/8/1,"16,979,000.00"
